Email name,Body,Build Status,CTA,Email Channel,HubSpot Email ID,Hubspot Matched,Missing Modules,Module Stack,Modules Used,Position,Preview Text,Series,Series Total,Subject,Subscription Type,Workflow IDs
RO-6 · Returning Customer Price — Delivery +140d,"[Hero - Text-led]
A returning-customer price, while it's still useful.

[Text - Offer discount: returning-customer price]
Hi {{ firstname }},

Your system is around {{ months_since_delivery }} months old. Most are near the end of their usable life by now, so this is the last time I'll raise it.

Because you've bought before, the returning-customer price applies.

If you've moved on from systems altogether, no problem — and if it's because something didn't work, I'd still like to hear it. That's more useful to me than the sale.

Vincent
Founder, Hair Solutions Co.

[Signal - Promo code]
15% off your next system
Code: RETURNING15
Valid 21 days

[Commerce - Quote and spec table] (recommended)
Your saved specification:
{{ last_order_specification }}

[Testimonial]
[PULL from Proof Bank: a repeat customer on the second system being easier than the first]

[Review stars]
[PULL from Proof Bank: aggregate rating]

[Button - Primary CTA]
Reorder now →

[Footer - Preference centre]",Blocked - missing module,Reorder now → / Talk it through first →,Marketing,214989747033,Yes,Review stars,(Header - Centered logo) (Hero - Text-led) (Text - Offer discount: returning-customer price) (Signal - Promo code) [Commerce - Quote and spec table] (Testimonial) (Review stars) (Button - Primary CTA) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Offer discount - Light (https://app.notion.com/p/Text-Offer-discount-Light-a36f4e0d84e083db94f501d582855339?pvs=21), Signal - Promo code - Light (https://app.notion.com/p/Signal-Promo-code-Light-0daf4e0d84e08206a3e6013131cecde9?pvs=21), Commerce - Quote and spec table - Light (https://app.notion.com/p/Commerce-Quote-and-spec-table-Light-b38f4e0d84e08340b8978142a8ab3328?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Review stars - Light (https://app.notion.com/p/Review-stars-Light-d78b9112fd1d40eaa4919a1496b51c38?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",6,Last reorder note before I leave you alone.,J4 · Reorder · Master,6,"A returning-customer price, while it's useful",News & Offers,Journey · Reorder · Master
PP-2 · Prep Guide — Day 1,"[Hero - Text-led]
Three small things before it arrives.

[Text - Opening]
Hi {{ firstname }},

While your system is being made, there are three small things worth doing. None take long, and they make the first fitting go much better.

[List - Questions: prep checklist]
1. Clear a workspace with a good mirror and decent light. Bathroom mirrors are usually the worst light in the house.

2. Check what you have. You'll want adhesive or tape, scissors you trust, and rubbing alcohol for prep. If you're missing something, order it now so it arrives before the system does.

3. Watch the fitting walkthrough once, before you need it. It's twelve minutes and it will save you an hour of guessing.

[Text - Reassurance]
One more thing: your first fitting will not be your best fitting. That's true for everyone. By the third you'll have it down.

Vincent

[Button - Primary CTA]
Read the prep guide →

[List - Support strip]
Missing something from the checklist? Reply and I'll point you to the right product.

[Footer - Preference centre]",Needs building in HubSpot,Read the prep guide →,Marketing,214989746992,Yes,,(Header - Centered logo) (Hero - Text-led) (Text - Opening) (List - Questions: prep checklist) (Text - Reassurance) (Button - Primary CTA) (List - Support strip) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), List - Questions - Light (https://app.notion.com/p/List-Questions-Light-190f4e0d84e083418a230178ca6196ec?pvs=21), Text - Reassurance - Light (https://app.notion.com/p/Text-Reassurance-Light-5d3f4e0d84e082fe98ef010e47535c71?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), List - Support strip - Light (https://app.notion.com/p/List-Support-strip-Light-9e5f4e0d84e0829299b3811647c638e6?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",2,"Three things worth doing before it arrives. Ten minutes, total.",J1 · Post-Purchase · Master,7,Getting ready for your system — a short prep guide,Order & Shipping Updates,Journey · Post-Purchase · Master
PP-5 · Maintenance Calendar — Delivery +7d,"[Hero - Text-led]
Your 30 / 60 / 90 day maintenance calendar.

[Text - Opening]
Hi {{ firstname }},

You've had your system about a week. This is the right moment for the maintenance schedule, because the habits you set now are the ones that stick.

[List - Questions: 30/60/90 checkpoints]
Every 7–14 days — full removal, clean the base, clean your scalp, reapply. Don't stretch this. Adhesive left too long is the single most common cause of base damage.

Every 30 days — deep clean. Solvent soak, gentle brush along the knots, air dry flat. Never wring it.

Every 60 days — inspect the perimeter. Lace goes at the front edge first. Catching a small tear here is a repair; missing it is a replacement.

Every 90 days — assess honestly. Most systems have a usable life of three to six months depending on wear and care. Knowing where you are in that cycle means you're never caught out.

Two things shorten a system's life more than anything else: heat styling directly on the base, and sleeping in it without a wrap. Neither is forbidden. Both cost you weeks.

[Product - Dynamic recommendations: care products]
{{ products: remover, sulphate-free shampoo, scalp prep — matched to base type }}

[Button - Primary CTA]
Save the care schedule →

[List - Support strip]
Reply with any question at all — I answer these myself.

Vincent

[Footer - Preference centre]",Needs building in HubSpot,Save the care schedule →,Marketing,214989746977,Yes,,(Header - Centered logo) (Hero - Text-led) (Text - Opening) (List - Questions: 30/60/90 checkpoints) (Product - Dynamic recommendations: care products) (Button - Primary CTA) (List - Support strip) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), List - Questions - Light (https://app.notion.com/p/List-Questions-Light-190f4e0d84e083418a230178ca6196ec?pvs=21), Product - Dynamic recommendations - Light (https://app.notion.com/p/Product-Dynamic-recommendations-Light-bcaf4e0d84e082ef91cd016f15fff865?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), List - Support strip - Light (https://app.notion.com/p/List-Support-strip-Light-9e5f4e0d84e0829299b3811647c638e6?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",5,"What to do, and when, so it lasts as long as it should.",J1 · Post-Purchase · Master,7,Your 30 / 60 / 90 day maintenance calendar,Hair Care Guidance,Journey · Post-Purchase · Master
WB-4 · Last Email From Us — Day 21,"Hi {{ firstname }},

This is the last marketing email you'll get from us.

You haven't opened anything in a while, and I'd rather stop than keep arriving in an inbox where I'm not wanted. In a week I'll quietly remove you from our marketing list. You don't need to do anything.

If you'd like to stay, one click keeps you on.

Either way, your account and order history stay intact, and you can buy from the site any time without being on a list. If you ever need help with a system — even one you didn't buy from us — my inbox is open. That doesn't expire.

Thanks for having given us a go.

Vincent
Founder, Hair Solutions Co.",Needs building in HubSpot,Keep me on the list →,Marketing,211345977476,Yes,,(Header - Centered logo) (Layout - Plain-text founder wrapper) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Layout - Plain-text founder wrapper - Light (https://app.notion.com/p/Layout-Plain-text-founder-wrapper-Light-245f4e0d84e0832280a101f38a7141a7?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",4,We'll stop here unless you tell us otherwise.,J3 · Win-Back → Sunset,4,Last email from us,News & Offers,Journey · Win-Back → Sunset
PP-7b · UGC Photo Request — PP-7 positive +7d,"[Hero - Text-led]
The photo that convinces the next person.

[Text - Opening]
Hi {{ personalization_token('contact.firstname', 'there') }},

Thanks for the feedback last week — it genuinely helps.

One more ask, and this one's bigger: would you be willing to let us show your result?

Here's why I'm asking. The single thing that stops people ordering is the fear it will look obvious. No amount of copy from me fixes that. One photo from someone who was in their position does.

[Text - Customer snapshot]
{{ dynamic: product ordered — name, base type, order date }}

[Photo - Feature story: example UGC]
{{ image: example of a good customer submission }}

[Testimonial: what a good one looks like]
[PULL: one consented customer photo + quote from the approved library, shown as the example]

A good one is simple: natural daylight, straight on and slightly angled, no filter. Front hairline is what people want to see. You don't need to show your face — plenty of people don't, and it still works.

[Text - Offer discount: incentive]
[OFFER — confirm before send: UGC incentive, e.g. store credit or discount on next order]

[List - Questions] (optional)
· What did you look like before, if you're comfortable sharing?
· What convinced you to finally order?
· What would you tell someone still deciding?

[Text - Reassurance]
You control exactly how it's used. Nothing gets published without your written say-so, we'll never use your full name unless you want us to, and you can ask us to pull it at any point, permanently, no questions.

[Button - Primary CTA]
Share my photo →

[M10 Support strip] (optional)
Rather not? Completely fine — reply and I'll take you off this ask.

[Footer - Social]",Needs workflow wiring,,Service,214987971586,Yes,,(Header) → (Hero - Text-led) → (Text - Opening) → (Text - Customer snapshot) → (Photo - Feature story: example UGC) → (Testimonial: what a good one looks like) → (Text - Offer discount: incentive) → [List - Questions] → [Text - Reassurance] → (Button - Primary CTA) → [M10 Support strip] → (Footer - Social),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Text - Customer snapshot - Light (https://app.notion.com/p/Text-Customer-snapshot-Light-02bf4e0d84e0820fbfcf816d63fe68ae?pvs=21), Photo - Feature story - Light (https://app.notion.com/p/Photo-Feature-story-Light-fd5f4e0d84e0833bb12d0192e338778d?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Text - Offer discount - Light (https://app.notion.com/p/Text-Offer-discount-Light-a36f4e0d84e083db94f501d582855339?pvs=21), List - Questions - Light (https://app.notion.com/p/List-Questions-Light-190f4e0d84e083418a230178ca6196ec?pvs=21), Text - Reassurance - Light (https://app.notion.com/p/Text-Reassurance-Light-5d3f4e0d84e082fe98ef010e47535c71?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), List - Support strip - Light (https://app.notion.com/p/List-Support-strip-Light-9e5f4e0d84e0829299b3811647c638e6?pvs=21), Footer - Social - Light (https://app.notion.com/p/Footer-Social-Light-746f4e0d84e083999c1d815025958c68?pvs=21)",8,,J1 · Post-Purchase · Master,7,Would you let us show your result?,Customer Service Communication,Journey · Post-Purchase · Master
PP-4 · Shipped + Tracking — Fulfilment event,"[Hero - Text-led]
It's shipped.

[Text - Opening]
Hi {{ firstname }},

Your system is on its way. When it arrives, do these four things in order:

1. Open it over a table, not a sink. The lace is fine and static-prone.
2. Check the colour against your own hair in daylight, not indoors.
3. Don't cut anything yet. Try it on untrimmed first.
4. Take a photo of it as it came, before any modification.

That last one matters. If something isn't right, a photo of the unmodified system is what lets me sort it out for you quickly.

Vincent

[Commerce - Shipping tracking]
Tracking: {{ tracking_number }}
Carrier: {{ carrier }}
Expected: {{ estimated_delivery_date }}

[Button - Primary CTA]
Track your order →

[List - Support strip]
Delivery problem or damaged box? Reply with a photo and I'll take it from there.

[Footer - Preference centre]",Needs building in HubSpot,Track your order →,Marketing,214989746974,Yes,,(Header - Centered logo) (Hero - Text-led) (Text - Opening) (Commerce - Shipping tracking) (Button - Primary CTA: track your order) (List - Support strip) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Commerce - Shipping tracking - Light (https://app.notion.com/p/Commerce-Shipping-tracking-Light-c1ff4e0d84e08364a13401d6c47ba904?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), List - Support strip - Light (https://app.notion.com/p/List-Support-strip-Light-9e5f4e0d84e0829299b3811647c638e6?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",4,Plus the quick-start steps for the day it lands.,J1 · Post-Purchase · Master,7,It's shipped — tracking inside,Order & Shipping Updates,Journey · Post-Purchase · Master
CR-4 · Last Note + Free Shipping — Abandon +4d,"Hi {{ firstname }},

Last email about this — I won't keep bringing it up.

If cost is the sticking point, here's free shipping on the order:

Code: FREESHIP
Valid for 72 hours

{{ cart_contents }}

And if the timing just isn't right, that's genuinely fine. Your cart stays saved, the code will be honoured whenever you come back, and I'll stop emailing you about it.

Vincent
Founder, Hair Solutions Co.",Needs building in HubSpot,Complete your order →,Marketing,214987971492,Yes,,(Header - Centered logo) (Layout - Plain-text founder wrapper) (Commerce - Cart line items) (Text - Offer discount: free shipping) (Signal - Promo code) (Button - Primary CTA) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Layout - Plain-text founder wrapper - Light (https://app.notion.com/p/Layout-Plain-text-founder-wrapper-Light-245f4e0d84e0832280a101f38a7141a7?pvs=21), Commerce - Cart line items - Light (https://app.notion.com/p/Commerce-Cart-line-items-Light-9cbf4e0d84e08365a58c01cfae02db12?pvs=21), Text - Offer discount - Light (https://app.notion.com/p/Text-Offer-discount-Light-a36f4e0d84e083db94f501d582855339?pvs=21), Signal - Promo code - Light (https://app.notion.com/p/Signal-Promo-code-Light-0daf4e0d84e08206a3e6013131cecde9?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",4,"Free shipping if it helps. Either way, this is the last one.",J2 · Cart Recovery · Master,5,Last note about your cart,Order & Shipping Updates,Journey · Cart Recovery · Master
WB-2 · What's Changed — Day 7,"[Hero - Text-led]
Three things that are genuinely different now.

[Text - Opening]
Hi {{ firstname }},

If it's been a while, a few things are genuinely different now.

Better hybrid bases. The lace-front-poly-back construction we now stock lasts noticeably longer than the full-lace units most people started on. If yours never lasted long enough to feel worth it, this is the reason why.

Real tracking, end to end. You can see your unit's status from production through to delivery. The old ""it ships when it ships"" problem is gone.

Maintenance plans. If the every-two-weeks routine was what wore you down, supplies can arrive automatically on schedule instead of you remembering.

Still no offer. If one of these solves the thing that stopped you, that's the point.

Vincent

[Photo - Feature story]
{{ image: the current hybrid base construction, up close — lace front seam visible }}
Caption: The lace-front-poly-back build — the single biggest change since you last ordered.

[Product - Dynamic recommendations]
{{ products: current hybrid systems + the maintenance plan }}

[Testimonial]
[PULL from Proof Bank: a returning customer on the difference the new bases made]

[Review stars]
[PULL from Proof Bank: aggregate rating]

[Button - Primary CTA]
See what's changed →

[Footer - Social]",Blocked - missing module,See what's changed →,Marketing,214988061042,Yes,Review stars,(Header - Centered logo) (Hero - Text-led) (Text - Opening) (Photo - Feature story) (Product - Dynamic recommendations) (Testimonial) (Review stars) (Button - Primary CTA) (Footer - Social),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Photo - Feature story - Light (https://app.notion.com/p/Photo-Feature-story-Light-fd5f4e0d84e0833bb12d0192e338778d?pvs=21), Product - Dynamic recommendations - Light (https://app.notion.com/p/Product-Dynamic-recommendations-Light-bcaf4e0d84e082ef91cd016f15fff865?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Review stars - Light (https://app.notion.com/p/Review-stars-Light-d78b9112fd1d40eaa4919a1496b51c38?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Social - Light (https://app.notion.com/p/Footer-Social-Light-746f4e0d84e083999c1d815025958c68?pvs=21)",2,"Three things, briefly. Some of them fix the reasons people leave.",J3 · Win-Back → Sunset,4,What's changed since you last ordered,News & Offers,Journey · Win-Back → Sunset
WB-3 · 20% Welcome Back — Day 14,"[Hero - Text-led]
20% off, if you want to try again.

[Text - Offer discount]
Hi {{ firstname }},

Now the offer, since I said I'd get to it.

20% off your next system. If you want the same again, it's about a minute. If you'd rather change base type or density based on how the last one went, reply and tell me what didn't work — I'll adjust the spec myself before it goes to production.

Vincent

[Signal - Promo code]
Code: WELCOMEBACK20
Valid 14 days

[Commerce - Quote and spec table] (recommended)
Your last specification, still on file:
{{ last_order_specification }}

[Testimonial]
[PULL from Proof Bank: a customer who came back after a gap — what changed their mind]

[Review stars]
[PULL from Proof Bank: aggregate rating]

[Button - Primary CTA]
Reorder with 20% off →

[Footer - Preference centre]",Blocked - missing module,Reorder with 20% off →,Marketing,214990267465,Yes,Review stars,(Header - Centered logo) (Hero - Text-led) (Text - Offer discount) (Signal - Promo code) [Commerce - Quote and spec table] (Testimonial) (Review stars) (Button - Primary CTA) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Offer discount - Light (https://app.notion.com/p/Text-Offer-discount-Light-a36f4e0d84e083db94f501d582855339?pvs=21), Signal - Promo code - Light (https://app.notion.com/p/Signal-Promo-code-Light-0daf4e0d84e08206a3e6013131cecde9?pvs=21), Commerce - Quote and spec table - Light (https://app.notion.com/p/Commerce-Quote-and-spec-table-Light-b38f4e0d84e08340b8978142a8ab3328?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Review stars - Light (https://app.notion.com/p/Review-stars-Light-d78b9112fd1d40eaa4919a1496b51c38?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",3,Your previous specification is saved — reordering takes a minute.,J3 · Win-Back → Sunset,4,"20% off, if you want to try again",News & Offers,Journey · Win-Back → Sunset
PP-1 · Order Confirmation — Day 0,"[Hero - Text-led]
Your order is confirmed, {{ firstname }}.

[Text - Opening]
Hi {{ firstname }},

Your order is in. Thank you — genuinely.

Here's what happens now. Your system isn't sitting on a shelf waiting to be boxed; it gets made for you. That takes time, and I'd rather tell you that up front than have you wondering where it is.

[Commerce - Order summary]
Order number: {{ order_number }}
What you ordered: {{ product_summary }}
Estimated dispatch: {{ estimated_ship_date }}

[List - Questions: what happens next timeline]
1. Production starts — the base is cut and the hair is hand-tied to your spec
2. I email you when it goes into production
3. I email you when it ships, with tracking
4. It should be at your door around {{ estimated_delivery_date }}

No filler emails in between — only the real steps.

[Text - Reassurance]
If anything about your order looks wrong, reply to this email today and I'll fix it before production starts.

Vincent
Founder, Hair Solutions Co.

[Button - Primary CTA]
View your order →

[List - Support strip]
Questions about your order? Reply to this email — it comes straight to me.

[Footer - Preference centre]",Needs building in HubSpot,View your order →,Marketing,,No,,(Header - Centered logo) (Hero - Text-led) (Text - Opening) (Commerce - Order summary) (List - Questions: what happens next timeline) (Text - Reassurance) (Button - Primary CTA: view your order) (List - Support strip) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Commerce - Order summary - Light (https://app.notion.com/p/Commerce-Order-summary-Light-d9ef4e0d84e082baa296018240d67098?pvs=21), List - Questions - Light (https://app.notion.com/p/List-Questions-Light-190f4e0d84e083418a230178ca6196ec?pvs=21), Text - Reassurance - Light (https://app.notion.com/p/Text-Reassurance-Light-5d3f4e0d84e082fe98ef010e47535c71?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), List - Support strip - Light (https://app.notion.com/p/List-Support-strip-Light-9e5f4e0d84e0829299b3811647c638e6?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",1,Here's exactly what happens between now and the day it arrives.,J1 · Post-Purchase · Master,7,"Your order is confirmed, {{ firstname }}",Order & Shipping Updates,Journey · Post-Purchase · Master
PP-6 · Four Products That Matter — Delivery +21d,"[Hero - Text-led]
The four products that actually matter.

[Text - Opening]
Hi {{ firstname }},

Three weeks in, most people ask the same question: what do I actually need to buy, and what's marketing?

The honest short list:

A dedicated adhesive remover. Not acetone, not household solvent. This is the one product where the cheap option genuinely damages the base.

A sulphate-free shampoo. Sulphates strip the knots and loosen the ventilation over time.

A soft-bristle looped brush. Standard brushes catch the knots and pull hair through the base.

A scalp prep wipe. Cheap, and it roughly doubles how long a bond holds.

That's it. You do not need a leave-in, a serum, or a heat protectant unless you style with heat.

If you already have equivalents that work, keep using them. I'd rather you had a system that lasts than a bigger order.

Vincent

[Product - Dynamic recommendations] (recommended)
{{ products: the four essentials, matched to base type }}

[Testimonial]
[PULL from Proof Bank: a customer on the care routine paying off — longevity register, not hype]

[Review stars]
[PULL from Proof Bank: aggregate care-product rating]

[Button - Primary CTA]
See the four essentials →

[Footer - Social]",Blocked - missing module,See the four essentials →,Marketing,214987971504,Yes,Review stars,(Header - Centered logo) (Hero - Text-led) (Text - Opening) [Product - Dynamic recommendations] (Testimonial) (Review stars) (Button - Primary CTA) (Footer - Social),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Product - Dynamic recommendations - Light (https://app.notion.com/p/Product-Dynamic-recommendations-Light-bcaf4e0d84e082ef91cd016f15fff865?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Review stars - Light (https://app.notion.com/p/Review-stars-Light-d78b9112fd1d40eaa4919a1496b51c38?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Social - Light (https://app.notion.com/p/Footer-Social-Light-746f4e0d84e083999c1d815025958c68?pvs=21)",6,"Not a bundle pitch — the short list, and what to skip.",J1 · Post-Purchase · Master,7,The four products that actually matter,Hair Care Guidance,Journey · Post-Purchase · Master
CR-3 · Not Sure You Picked Right — Abandon +2d,"[Layout - Plain-text founder wrapper]
Hi {{ firstname }},

There's one reason for stalling I haven't covered, and it's the most common: you're not certain you chose the right system.

That's reasonable. Base type, density, hairline, colour — it's a lot of decisions to make from product photos.

So here's an easier route. Reply to this email with:

— how you currently wear your hair
— whether you want daily removal or a longer bond
— your rough age bracket

That's enough for me to tell you which base and density I'd actually recommend, and whether what's in your cart is right. If it isn't, I'll say so, even if the answer is a cheaper unit.

Or if you'd rather talk it through properly, book fifteen minutes with me.

Vincent

[Text - Base type guidance]
The two-minute version while you're deciding: lace is the most natural at the hairline and the least durable. Poly is the toughest and the easiest to clean and reattach. Hybrid takes the front from one and the back from the other — which is why most people end up there. Density should sit slightly under what feels safe; it's the difference between natural and obviously new.

[Commerce - Viewed product]
What you were looking at: {{ last_viewed_product }}

[Text - Reassurance]
Nothing expires here. Your cart stays saved, and a spec question before you order costs you nothing — it's what I'm here for.

[List - Trust strip]
Handcrafted to your spec · 14-day inspection window · Direct line to the founder

[Button - Primary CTA]
Book 15 minutes →

[Footer - Preference centre]",Blocked - missing module,Book 15 minutes →,Marketing,,No,List - Trust strip,(Header - Centered logo) (Layout - Plain-text founder wrapper) (Text - Base type guidance) (Commerce - Viewed product) (Text - Reassurance) (List - Trust strip) (Button - Primary CTA) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Layout - Plain-text founder wrapper - Light (https://app.notion.com/p/Layout-Plain-text-founder-wrapper-Light-245f4e0d84e0832280a101f38a7141a7?pvs=21), Text - Base type guidance - Light (https://app.notion.com/p/Text-Base-type-guidance-Light-cc0f4e0d84e083618a8c016dc8a36971?pvs=21), Commerce - Viewed product - Light (https://app.notion.com/p/Commerce-Viewed-product-Light-4a6f4e0d84e0824aa3ca8129c698a993?pvs=21), Text - Reassurance - Light (https://app.notion.com/p/Text-Reassurance-Light-5d3f4e0d84e082fe98ef010e47535c71?pvs=21), List - Trust strip - Light (https://app.notion.com/p/List-Trust-strip-Light-8801ff07efc24e8c9dc7ec6e81e42bbc?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",3,Tell me your situation and I'll tell you what I'd choose.,J2 · Cart Recovery · Master,5,Not sure you picked the right one?,Order & Shipping Updates,Journey · Cart Recovery · Master
